조사일,조사지역명,조사지역코드,품목명,품목코드,규격,조사가격,전일조사가격
20130101,서울서부,1102,생강,247,1KG,5500,0
20130101,서울서부,1102,미나리,252,1KG,4000,0
20130101,서울서부,1102,미나리,252,1KG,3500,0
20130101,서울서부,1102,깻잎,253,200G,4000,0
20130101,서울서부,1102,깻잎,253,200G,3000,0
20130101,서울서부,1102,피망(청),255,100G,800,0
20130101,서울서부,1102,피망(청),255,100G,700,0
20130101,서울서부,1102,건고추,241,600G,18000,0
20130101,서울서부,1102,건고추,241,600G,16000,0
20130101,서울서부,1102,풋고추,242,100G,1000,0
20130101,서울서부,1102,풋고추,242,100G,870,0
20130101,서울서부,1102,풋고추,242,100G,1000,0
20130101,서울서부,1102,풋고추,242,100G,750,0
20130101,서울서부,1102,풋고추,242,100G,1000,0
20130101,서울서부,1102,풋고추,242,100G,750,0
20130101,서울서부,1102,붉은고추,243,100G,1000,0
20130101,서울서부,1102,수박,221,1개,15000,0
20130101,서울서부,1102,오이,223,10개,6600,0
20130101,서울서부,1102,오이,223,10개,6000,0
20130101,서울서부,1102,오이,223,10개,8000,0
20130101,서울서부,1102,오이,223,10개,6000,0
20130101,서울서부,1102,호박,224,1개,1800,0
20130101,서울서부,1102,호박,224,1개,1500,0
20130101,서울서부,1102,호박,224,1개,1700,0
20130101,서울서부,1102,호박,224,1개,1500,0
20130101,서울서부,1102,녹두,143,1KG,16000,0
20130101,서울서부,1102,녹두,143,1KG,15000,0
20130101,서울서부,1102,고구마,151,1KG,4000,0
20130101,서울서부,1102,고구마,151,1KG,3000,0
20130101,서울서부,1102,감자,152,1KG,2500,0
20130101,서울서부,1102,감자,152,1KG,2000,0
20130101,서울서부,1102,배추,211,포기,4000,0
20130101,서울서부,1102,배추,211,포기,3500,0
20130101,서울서부,1102,양배추,212,포기,4500,0
20130101,서울서부,1102,쌀,111,20KG,45000,0
20130101,서울서부,1102,찹쌀,112,1KG,3060,0
20130101,서울서부,1102,콩,141,1KG,7000,0
20130101,서울서부,1102,콩,141,1KG,6160,0
20130101,서울서부,1102,팥(적두),142,1KG,13100,0
20130101,서울서부,1102,팥(적두),142,1KG,11600,0
20130101,서울서부,1102,양배추,212,포기,4000,0
20130101,서울서부,1102,시금치,213,1KG,6000,0
20130101,서울서부,1102,시금치,213,1KG,5000,0
20130101,서울서부,1102,상추,214,100G,830,0
20130101,서울서부,1102,상추,214,100G,580,0
20130101,서울서부,1102,상추,214,100G,830,0
20130101,서울서부,1102,상추,214,100G,580,0
20130101,서울서부,1102,수박,221,1개,18000,0
20130101,서울서부,1102,토마토,225,1KG,6000,0
20130101,서울서부,1102,토마토,225,1KG,5000,0
20130101,서울서부,1102,무,231,1개,2000,0
20130101,서울서부,1102,무,231,1개,1500,0
20130101,서울서부,1102,당근,232,1KG,4000,0
20130101,서울서부,1102,당근,232,1KG,3500,0
20130101,서울서부,1102,건고추,241,600G,14000,0
20130101,서울서부,1102,건고추,241,600G,13000,0
20130101,서울서부,1102,붉은고추,243,100G,750,0
20130101,서울서부,1102,마늘,244,1KG,7000,0
20130101,서울서부,1102,마늘,244,1KG,6000,0
20130101,서울서부,1102,양파,245,1KG,1800,0
20130101,서울서부,1102,양파,245,1KG,1500,0
20130101,서울서부,1102,파,246,1KG,2500,0
20130101,서울서부,1102,파,246,1KG,2000,0
20130101,서울서부,1102,파,246,1KG,6000,0
20130101,서울서부,1102,참깨,312,500G,11300,0
20130101,서울서부,1102,참깨,312,500G,10300,0
20130101,서울서부,1102,참깨,312,500G,3210,0
20130101,서울서부,1102,땅콩,314,100G,1460,0
20130101,서울서부,1102,땅콩,314,100G,560,0
20130101,서울서부,1102,느타리버섯,315,100G,800,0
20130101,서울서부,1102,느타리버섯,315,100G,700,0
20130101,서울서부,1102,팽이버섯,316,100G,330,0
20130101,서울서부,1102,건멸치,638,100G,1500,0
20130101,서울서부,1102,쇠고기,512,100G,3900,0
20130101,서울서부,1102,쇠고기,512,100G,5660,0
20130101,서울서부,1102,쇠고기,512,100G,4000,0
20130101,서울서부,1102,쇠고기,512,100G,2330,0
20130101,서울서부,1102,쇠고기,512,100G,1830,0
20130101,서울서부,1102,쇠고기,512,100G,1630,0
20130101,서울서부,1102,쇠고기,512,100G,2300,0
20130101,서울서부,1102,쇠고기,512,100G,1330,0
20130101,서울서부,1102,쇠고기,512,100G,1100,0
20130101,서울서부,1102,열무,233,1.5KG,3000,0
20130101,서울서부,1102,얼갈이배추,215,1.5KG,2500,0
20130101,서울서부,1102,얼갈이배추,215,1.5KG,3000,0
20130101,서울서부,1102,열무,233,1.5KG,3000,0
20130101,서울서부,1102,쇠고기,512,100G,1100,0
20130101,서울서부,1102,쇠고기,512,100G,1700,0
20130101,서울서부,1102,생강,247,1KG,6000,0
20130101,서울서부,1102,생강,247,1KG,5500,0
20130101,서울서부,1102,미나리,252,1KG,4000,0
20130101,서울서부,1102,미나리,252,1KG,3500,0
20130101,서울서부,1102,깻잎,253,200G,4500,0
20130101,서울서부,1102,깻잎,253,200G,4000,0
20130101,서울서부,1102,피망(청),255,100G,700,0
20130101,서울서부,1102,피망(청),255,100G,600,0
20130101,서울서부,1102,참깨,312,500G,14000,0
20130101,서울서부,1102,건고추,241,600G,17000,0
20130101,서울서부,1102,풋고추,242,100G,1200,0
20130101,서울서부,1102,풋고추,242,100G,1000,0
20130101,서울서부,1102,풋고추,242,100G,1200,0
20130101,서울서부,1102,풋고추,242,100G,1000,0
20130101,서울서부,1102,풋고추,242,100G,1000,0
20130101,서울서부,1102,풋고추,242,100G,900,0
20130101,서울서부,1102,붉은고추,243,100G,1200,0
20130101,서울서부,1102,붉은고추,243,100G,1000,0
20130101,서울서부,1102,쌀,111,20KG,46000,0
20130101,서울서부,1102,찹쌀,112,1KG,4000,0
20130101,서울서부,1102,콩,141,1KG,8000,0
20130101,서울서부,1102,콩,141,1KG,7500,0
20130101,서울서부,1102,팥(적두),142,1KG,13000,0
20130101,서울서부,1102,팥(적두),142,1KG,12000,0
20130101,서울서부,1102,녹두,143,1KG,17000,0
20130101,서울서부,1102,녹두,143,1KG,15000,0
20130101,서울서부,1102,고구마,151,1KG,5000,0
20130101,서울서부,1102,고구마,151,1KG,4500,0
20130101,서울서부,1102,감자,152,1KG,2500,0
20130101,서울서부,1102,감자,152,1KG,2000,0
20130101,서울서부,1102,배추,211,포기,4500,0
20130101,서울서부,1102,배추,211,포기,4000,0
20130101,서울서부,1102,양배추,212,포기,5000,0
20130101,서울서부,1102,양배추,212,포기,4500,0
20130101,서울서부,1102,시금치,213,1KG,4500,0
20130101,서울서부,1102,시금치,213,1KG,4000,0
20130101,서울서부,1102,상추,214,100G,1000,0
20130101,서울서부,1102,상추,214,100G,900,0
20130101,서울서부,1102,상추,214,100G,700,0
20130101,서울서부,1102,상추,214,100G,600,0
20130101,서울서부,1102,수박,221,1개,18000,0
20130101,서울서부,1102,수박,221,1개,15000,0
20130101,서울서부,1102,오이,223,10개,7000,0
20130101,서울서부,1102,오이,223,10개,6000,0
20130101,서울서부,1102,오이,223,10개,8000,0
20130101,서울서부,1102,오이,223,10개,7000,0
20130101,서울서부,1102,호박,224,1개,1700,0
20130101,서울서부,1102,호박,224,1개,1500,0
20130101,서울서부,1102,호박,224,1개,1700,0
20130101,서울서부,1102,호박,224,1개,1500,0
20130101,서울서부,1102,토마토,225,1KG,5000,0
20130101,서울서부,1102,토마토,225,1KG,4500,0
20130101,서울서부,1102,무,231,1개,2000,0
20130101,서울서부,1102,무,231,1개,1500,0
20130101,서울서부,1102,당근,232,1KG,5000,0
20130101,서울서부,1102,당근,232,1KG,4500,0
20130101,서울서부,1102,건고추,241,600G,12000,0
20130101,서울서부,1102,건고추,241,600G,11000,0
20130101,서울서부,1102,건고추,241,600G,18000,0
20130101,서울서부,1102,마늘,244,1KG,7000,0
20130101,서울서부,1102,마늘,244,1KG,6000,0
20130101,서울서부,1102,양파,245,1KG,1600,0
20130101,서울서부,1102,양파,245,1KG,1500,0
20130101,서울서부,1102,파,246,1KG,2800,0
20130101,서울서부,1102,파,246,1KG,2500,0
20130101,서울서부,1102,파,246,1KG,6000,0
20130101,서울서부,1102,파,246,1KG,5000,0
20130101,서울서부,1102,참깨,312,500G,12000,0
20130101,서울서부,1102,참깨,312,500G,3500,0
20130101,서울서부,1102,땅콩,314,100G,1500,0
20130101,서울서부,1102,땅콩,314,100G,600,0
20130101,서울서부,1102,느타리버섯,315,100G,900,0
20130101,서울서부,1102,느타리버섯,315,100G,700,0
20130101,서울서부,1102,팽이버섯,316,100G,300,0
20130101,서울서부,1102,물오징어,619,1마리,2000,0
20130101,서울서부,1102,건멸치,638,100G,1700,0
20130101,서울서부,1102,쇠고기,512,100G,3400,0
20130101,서울서부,1102,쇠고기,512,100G,2400,0
20130101,서울서부,1102,쇠고기,512,100G,5000,0
20130101,서울서부,1102,쇠고기,512,100G,3500,0
20130101,서울서부,1102,쇠고기,512,100G,3300,0
20130101,서울서부,1102,쇠고기,512,100G,2400,0
20130101,서울서부,1102,쇠고기,512,100G,1500,0
20130101,서울서부,1102,바나나,418,100G,140,0
20130101,서울서부,1102,바나나,418,100G,130,0
20130101,서울서부,1102,방울토마토,422,1KG,8000,0
20130101,서울서부,1102,방울토마토,422,1KG,7000,0
20130101,서울서부,1102,우유,535,1L,2400,0
20130101,서울서부,1102,고등어,611,1마리,2500,0
20130101,서울서부,1102,고등어,611,1마리,1700,0
20130101,서울서부,1102,명태,615,1마리,1500,0
20130101,서울서부,1102,물오징어,619,1마리,2500,0
20130101,서울서부,1102,팽이버섯,316,100G,270,0
20130101,서울서부,1102,사과,411,10개,20000,0
20130101,서울서부,1102,사과,411,10개,15000,0
20130101,서울서부,1102,배,412,10개,30000,0
20130101,서울서부,1102,배,412,10개,25000,0
20130101,서울서부,1102,감귤,415,10개,2000,0
20130101,서울서부,1102,감귤,415,10개,1900,0
20130101,서울서부,1102,단감,416,10개,10000,0
20130101,서울서부,1102,단감,416,10개,8000,0
20130101,서울서부,1102,쇠고기,512,100G,1300,0
20130101,서울서부,1102,쇠고기,512,100G,1300,0
20130101,서울서부,1102,열무,233,1.5KG,3500,0
20130101,서울서부,1102,얼갈이배추,215,1.5KG,2000,0
20130101,서울서부,1102,얼갈이배추,215,1.5KG,2500,0
20130101,서울서부,1102,땅콩,314,75KG,680000,0
20130101,서울서부,1102,참깨,312,60KG,370000,0
20130101,서울서부,1102,참깨,312,60KG,1200000,0
20130101,서울서부,1102,쌀,111,20KG,44000,0
20130101,서울서부,1102,쌀,111,20KG,43000,0
20130101,서울서부,1102,찹쌀,112,40KG,105000,0
20130101,서울서부,1102,찹쌀,112,40KG,100000,0
20130101,서울서부,1102,콩,141,35KG,225000,0
20130101,서울서부,1102,콩,141,35KG,215000,0
20130101,서울서부,1102,콩,141,35KG,150000,0
20130101,서울서부,1102,팥(적두),142,40KG,440000,0
20130101,서울서부,1102,팥(적두),142,40KG,415000,0
20130101,서울서부,1102,팥(적두),142,40KG,170000,0
20130101,서울서부,1102,녹두,143,40KG,460000,0
20130101,서울서부,1102,녹두,143,40KG,440000,0
20130101,서울서부,1102,녹두,143,40KG,192000,0
20130101,서울서부,1102,메밀,144,1KG,2000,0
20130101,서울서부,1102,참깨,312,60KG,1150000,0
20130101,서울서부,1102,들깨,313,45KG,420000,0
20130101,서울서부,1102,땅콩,314,75KG,700000,0
20130101,서울서부,1102,들깨,313,45KG,170000,0
20130101,서울서부,1102,들깨,313,45KG,400000,0
20130101,서울,1104,열무,233,1.5KG,5250,0
20130101,서울,1104,쇠고기,512,100G,7900,0
20130101,서울,1104,우유,535,1L,2300,0
20130101,서울,1104,팥(적두),142,1KG,29600,0
20130101,서울,1104,고구마,151,1KG,4710,0
20130101,서울,1104,감자,152,1KG,5700,0
20130101,서울,1104,배추,211,포기,3500,0
20130101,서울,1104,양배추,212,포기,4900,0
20130101,서울,1104,상추,214,100G,1130,0
20130101,서울,1104,상추,214,100G,1130,0
20130101,서울,1104,오이,223,10개,13000,0
20130101,서울,1104,오이,223,10개,15000,0
20130101,서울,1104,쌀,111,20KG,46800,0
20130101,서울,1104,찹쌀,112,1KG,6900,0
20130101,서울,1104,콩,141,1KG,10600,0
20130101,서울,1104,호박,224,1개,2500,0
20130101,서울,1104,호박,224,1개,2400,0
20130101,서울,1104,토마토,225,1KG,6580,0
20130101,서울,1104,당근,232,1KG,5300,0
20130101,서울,1104,풋고추,242,100G,1920,0
20130101,서울,1104,풋고추,242,100G,1860,0
20130101,서울,1104,풋고추,242,100G,1900,0
20130101,서울,1104,팽이버섯,316,100G,350,0
20130101,서울,1104,사과,411,10개,19750,0
20130101,서울,1104,배,412,10개,45000,0
20130101,서울,1104,배,412,10개,33750,0
20130101,서울,1104,포도,414,1KG,10400,0
20130101,서울,1104,감귤,415,10개,2530,0
20130101,서울,1104,단감,416,10개,12000,0
20130101,서울,1104,바나나,418,100G,166,0
20130101,서울,1104,방울토마토,422,1KG,10500,0
20130101,서울,1104,붉은고추,243,100G,1800,0
20130101,서울,1104,마늘,244,1KG,6800,0
20130101,서울,1104,양파,245,1KG,2860,0
20130101,서울,1104,파,246,1KG,4160,0
20130101,서울,1104,생강,247,1KG,13200,0
20130101,서울,1104,미나리,252,1KG,12500,0
20130101,서울,1104,깻잎,253,200G,5800,0
20130101,서울,1104,피망(청),255,100G,1270,0
20130101,서울,1104,땅콩,314,100G,2500,0
20130101,서울,1104,건멸치,638,100G,2700,0
20130101,서울,1104,쇠고기,512,100G,3500,0
20130101,서울,1104,얼갈이배추,215,1.5KG,3750,0
20130101,서울,1104,쇠고기,512,100G,2200,0
20130101,서울,1104,쇠고기,512,100G,2200,0
20130101,서울,1104,열무,233,1.5KG,5750,0
20130101,서울,1104,쇠고기,512,100G,7480,0
20130101,서울,1104,물오징어,619,1마리,2480,0
20130101,서울,1104,파,246,1KG,7440,0
20130101,서울,1104,생강,247,1KG,10800,0
20130101,서울,1104,미나리,252,1KG,7000,0
20130101,서울,1104,깻잎,253,200G,4500,0
20130101,서울,1104,피망(청),255,100G,800,0
20130101,서울,1104,땅콩,314,100G,2800,0
20130101,서울,1104,느타리버섯,315,100G,990,0
20130101,서울,1104,팽이버섯,316,100G,340,0
20130101,서울,1104,사과,411,10개,10000,0
20130101,서울,1104,토마토,225,1KG,7480,0
20130101,서울,1104,당근,232,1KG,4000,0
20130101,서울,1104,풋고추,242,100G,1320,0
20130101,서울,1104,풋고추,242,100G,1520,0
20130101,서울,1104,풋고추,242,100G,1260,0
20130101,서울,1104,붉은고추,243,100G,1040,0
20130101,서울,1104,마늘,244,1KG,6760,0
20130101,서울,1104,양파,245,1KG,1950,0
20130101,서울,1104,파,246,1KG,4200,0
20130101,서울,1104,쌀,111,20KG,45800,0
20130101,서울,1104,찹쌀,112,1KG,4590,0
20130101,서울,1104,콩,141,1KG,9080,0
20130101,서울,1104,팥(적두),142,1KG,27600,0
20130101,서울,1104,고구마,151,1KG,4500,0
20130101,서울,1104,배추,211,포기,2780,0
20130101,서울,1104,양배추,212,포기,3500,0
20130101,서울,1104,시금치,213,1KG,8000,0
20130101,서울,1104,상추,214,100G,850,0
20130101,서울,1104,상추,214,100G,859,0
20130101,서울,1104,수박,221,1개,19800,0
20130101,서울,1104,오이,223,10개,7900,0
20130101,서울,1104,오이,223,10개,12770,0
20130101,서울,1104,호박,224,1개,1800,0
20130101,서울,1104,호박,224,1개,1800,0
20130101,서울,1104,배,412,10개,39330,0
20130101,서울,1104,감귤,415,10개,2000,0
20130101,서울,1104,단감,416,10개,9000,0
20130101,서울,1104,바나나,418,100G,280,0
20130101,서울,1104,방울토마토,422,1KG,9800,0
20130101,서울,1104,우유,535,1L,2300,0
20130101,서울,1104,고등어,611,1마리,3980,0
20130101,서울,1104,물오징어,619,1마리,3280,0
20130101,서울,1104,건멸치,638,100G,3000,0
20130101,서울,1104,쇠고기,512,100G,3980,0
20130101,서울,1104,얼갈이배추,215,1.5KG,3380,0
20130101,서울,1104,쇠고기,512,100G,1580,0
20130101,서울,1104,쇠고기,512,100G,1580,0
20130101,서울,1104,얼갈이배추,215,1.5KG,3710,0
20130101,서울,1104,건멸치,638,100G,2160,0
20130101,서울,1104,물오징어,619,1마리,2980,0
20130101,서울,1104,땅콩,314,100G,2640,0
20130101,서울,1104,팽이버섯,316,100G,392,0
20130101,서울,1104,사과,411,10개,17600,0
20130101,서울,1104,배,412,10개,32000,0
20130101,서울,1104,감귤,415,10개,2980,0
20130101,서울,1104,단감,416,10개,9000,0
20130101,서울,1104,바나나,418,100G,200,0
20130101,서울,1104,방울토마토,422,1KG,11970,0
20130101,서울,1104,우유,535,1L,2300,0
20130101,서울,1104,풋고추,242,100G,1320,0
20130101,서울,1104,붉은고추,243,100G,1450,0
20130101,서울,1104,마늘,244,1KG,6800,0
20130101,서울,1104,양파,245,1KG,2370,0
20130101,서울,1104,파,246,1KG,3400,0
20130101,서울,1104,파,246,1KG,11600,0
20130101,서울,1104,생강,247,1KG,8730,0
20130101,서울,1104,깻잎,253,200G,6650,0
20130101,서울,1104,피망(청),255,100G,1290,0
20130101,서울,1104,쌀,111,20KG,45800,0
20130101,서울,1104,찹쌀,112,1KG,5800,0
20130101,서울,1104,콩,141,1KG,13200,0
20130101,서울,1104,팥(적두),142,1KG,27800,0
20130101,서울,1104,고구마,151,1KG,4000,0
20130101,서울,1104,배추,211,포기,2780,0
20130101,서울,1104,상추,214,100G,1100,0
20130101,서울,1104,상추,214,100G,870,0
20130101,서울,1104,오이,223,10개,9900,0
20130101,서울,1104,오이,223,10개,11990,0
20130101,서울,1104,호박,224,1개,1980,0
20130101,서울,1104,토마토,225,1KG,6650,0
20130101,서울,1104,당근,232,1KG,5800,0
20130101,서울,1104,풋고추,242,100G,1320,0
20130101,서울,1104,풋고추,242,100G,1650,0
20130101,서울,1104,물오징어,619,1마리,2180,0
20130101,서울,1104,쇠고기,512,100G,6800,0
20130101,서울,1104,쇠고기,512,100G,1450,0
20130101,서울,1104,쇠고기,512,100G,1980,0
20130101,서울,1104,쇠고기,512,100G,3500,0
20130101,서울,1104,열무,233,1.5KG,7720,0
20130101,서울,1104,건멸치,638,100G,1690,0
20130101,서울,1104,우유,535,1L,2300,0
20130101,서울,1104,오이,223,10개,11200,0
20130101,서울,1104,호박,224,1개,1980,0
20130101,서울,1104,토마토,225,1KG,4230,0
20130101,서울,1104,당근,232,1KG,6500,0
20130101,서울,1104,풋고추,242,100G,1650,0
20130101,서울,1104,풋고추,242,100G,1960,0
20130101,서울,1104,풋고추,242,100G,1960,0
20130101,서울,1104,붉은고추,243,100G,1650,0
20130101,서울,1104,마늘,244,1KG,6800,0
20130101,서울,1104,양파,245,1KG,1770,0
20130101,서울,1104,파,246,1KG,2770,0
20130101,서울,1104,파,246,1KG,11960,0
20130101,서울,1104,생강,247,1KG,6800,0
20130101,서울,1104,미나리,252,1KG,5660,0
20130101,서울,1104,깻잎,253,200G,4750,0
20130101,서울,1104,피망(청),255,100G,2050,0
20130101,서울,1104,땅콩,314,100G,2180,0
20130101,서울,1104,느타리버섯,315,100G,1250,0
20130101,서울,1104,팽이버섯,316,100G,400,0
20130101,서울,1104,사과,411,10개,18240,0
20130101,서울,1104,배,412,10개,35000,0
20130101,서울,1104,배,412,10개,21000,0
20130101,서울,1104,감귤,415,10개,1870,0
20130101,서울,1104,단감,416,10개,7000,0
20130101,서울,1104,방울토마토,422,1KG,9450,0
20130101,서울,1104,콩,141,1KG,8950,0
20130101,서울,1104,팥(적두),142,1KG,17500,0
20130101,서울,1104,고구마,151,1KG,5250,0
20130101,서울,1104,감자,152,1KG,2980,0
20130101,서울,1104,배추,211,포기,3320,0
20130101,서울,1104,양배추,212,포기,4950,0
20130101,서울,1104,상추,214,100G,790,0
20130101,서울,1104,상추,214,100G,790,0
20130101,서울,1104,오이,223,10개,7930,0
20130101,서울,1104,쌀,111,20KG,45800,0
20130101,서울,1104,찹쌀,112,1KG,4590,0
20130101,서울,1104,물오징어,619,1마리,2190,0
20130101,서울,1104,쇠고기,512,100G,5980,0
20130101,서울,1104,얼갈이배추,215,1.5KG,2770,0
20130101,서울,1104,쇠고기,512,100G,2680,0
20130101,서울,1104,쇠고기,512,100G,3980,0
20130101,서울,1104,열무,233,1.5KG,5980,0
20130101,서울,1104,쌀,111,20KG,45900,0
20130101,서울,1104,찹쌀,112,1KG,7900,0
20130101,서울,1104,콩,141,1KG,13750,0
20130101,서울,1104,팥(적두),142,1KG,24750,0
20130101,서울,1104,고구마,151,1KG,4990,0
20130101,서울,1104,감자,152,1KG,4290,0
20130101,서울,1104,배추,211,포기,3490,0
20130101,서울,1104,시금치,213,1KG,8760,0
20130101,서울,1104,오이,223,10개,7950,0
20130101,서울,1104,오이,223,10개,6630,0
20130101,서울,1104,오이,223,10개,11950,0
20130101,서울,1104,호박,224,1개,1990,0
20130101,서울,1104,토마토,225,1KG,7590,0
20130101,서울,1104,풋고추,242,100G,1530,0
20130101,서울,1104,풋고추,242,100G,1860,0
20130101,서울,1104,풋고추,242,100G,1650,0
20130101,서울,1104,붉은고추,243,100G,1850,0
20130101,서울,1104,양파,245,1KG,2860,0
20130101,서울,1104,파,246,1KG,3820,0
20130101,서울,1104,생강,247,1KG,9900,0
20130101,서울,1104,깻잎,253,200G,5180,0
20130101,서울,1104,피망(청),255,100G,1170,0
20130101,서울,1104,땅콩,314,100G,880,0
